Order ID,Order Date,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit
EMEA-2020-105893,2020-11-11,Italy,Naples,EMEA,EU,Toyota Motor,1087,Manufacturing,Smb,Marketing Suite - Gold,K5XHYWZ1OV,665.88,6,0.0,13.3176
EMEA-2020-167164,2020-05-13,Turkey,Ankara,EMEA,MEA,Home Depot,1047,Retail,Smb,Marketing Suite - Gold,LWWKLPY4AU,55.5,2,0.0,9.99
AMER-2020-143336,2020-08-27,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Smb,Chatbot Plugin,ZYL9KDTY68,8.56,2,0.0,2.4824
AMER-2020-143336,2020-08-27,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Smb,Site Analytics,I54O29EW1T,213.48,3,0.2,16.011
AMER-2020-143336,2020-08-27,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Smb,Contactmatcher,E3TF1V9DE8,22.72,4,0.2,7.384
AMER-2022-137330,2022-12-10,Costa Rica,San José,AMER,LATAM,Carrefour,1048,Retail,Strategic,Chatbot Plugin,B83G92QX65,19.46,7,0.0,5.0596
AMER-2022-137330,2022-12-10,Costa Rica,San José,AMER,LATAM,Carrefour,1048,Retail,Strategic,Oneview,VWDIYAB44Z,60.34,7,0.0,15.6884
EMEA-2023-156909,2023-07-17,France,Paris,EMEA,EU-WEST,Costco Wholesale,1025,Retail,Smb,Financehub,AJOASBK55N,71.372,2,0.3,-1.0196
EMEA-2021-106320,2021-09-25,Turkey,Istanbul,EMEA,MEA,McKesson,1063,Consumer Products,Smb,Contactmatcher,P1I8X35CUZ,1044.63,3,0.0,240.2649
AMER-2022-121755,2022-01-16,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,Smb,Contactmatcher,NRCR8EBL62,11.648,2,0.2,4.2224
AMER-2022-121755,2022-01-16,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,Smb,Data Smasher,PV9U9D3A6O,90.57,3,0.0,11.7741
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Marketing Suite,F8G07TWQ17,3083.43,7,0.5,-1665.0522
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Contactmatcher,BGL4P1U2CZ,9.618,2,0.7,-7.0532
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Saas Connector Pack,B5H6S070N8,124.2,3,0.2,15.525
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Saas Connector Pack - Gold,D9635UBJOG,3.264,2,0.2,1.1016
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Chatbot Plugin,6SQI2HAZ4C,86.304,6,0.2,9.7092
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Contactmatcher,GPQ0TDTGIM,6.858,6,0.7,-5.715
EMEA-2021-150630,2021-09-17,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,Smb,Chatbot Plugin,4YZZHFC212,15.76,2,0.2,3.546
APJ-2023-107727,2023-10-20,Japan,Tokyo,APJ,JAPN,Glencore,1083,Misc,Enterprise,Support,77YXBOVGDH,29.472,3,0.2,9.9468
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,Site Analytics,GCT4GPUBVT,1097.544,7,0.2,123.4737
APJ-2022-117590,2022-12-09,Japan,Aichi,APJ,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,Saas Connector Pack,TKN9K1JO1D,190.92,5,0.6,-147.963
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Saas Connector Pack - Gold,2F0NIUM5X9,113.328,9,0.2,35.415
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Marketing Suite,FBXEM82WEZ,532.3992,3,0.32,-46.9764
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Financehub,TS9MS0FQVU,212.058,3,0.3,-15.147
APJ-2021-117415,2021-12-27,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Site Analytics,HDJMRDRWK6,371.168,4,0.2,41.7564
APJ-2023-120999,2023-09-11,Australia,Wollongong,APJ,ANZ,Pemex,1058,Energy,Strategic,Site Analytics,QINRKET2EK,147.168,4,0.2,16.5564
AMER-2022-101343,2022-07-18,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Marketing Suite - Gold,DFHNNSTX0P,77.88,2,0.0,3.894
EMEA-2023-139619,2023-09-20,Germany,Hanover,EMEA,EU-WEST,Samsung Electronics,1015,Tech,Strategic,Marketing Suite - Gold,616XTGD7Y3,95.616,2,0.2,9.5616
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,1028,Tech,Strategic,Data Smasher,F4GWWGL9KR,45.98,2,0.0,19.7714
EMEA-2022-118255,2022-03-12,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,1028,Tech,Strategic,Contactmatcher,JFCUNTQD5P,17.46,2,0.0,8.2062
AMER-2020-146703,2020-10-20,Brazil,Salvador,AMER,LATAM,Morgan Stanley,1068,Finance,Smb,Marketing Suite - Gold,S2GUIRDRRI,211.96,4,0.0,8.4784
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,Bank of America Corp.,1011,Finance,Smb,Data Smasher,2L5WUVH1UW,45.0,3,0.0,4.95
APJ-2022-169194,2022-06-21,Philippines,Davao City,APJ,APAC,Bank of America Corp.,1011,Finance,Smb,Site Analytics,O0QZ4DQ2DW,21.8,2,0.0,6.104
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,Smb,Contactmatcher,4A8Q6U643K,38.22,6,0.0,17.9634
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,Smb,Financehub,N3660I16OB,75.18,6,0.0,35.3346
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,Smb,Saas Connector Pack,DU3DC8HDNW,6.16,2,0.0,2.9568
APJ-2021-115742,2021-04-18,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,Smb,Financehub,SCMV1FUA1Z,89.99,1,0.0,17.0981
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,Tesco,1059,Retail,Strategic,Storage,5JTHBK78DZ,15.26,7,0.0,6.2566
EMEA-2022-105816,2022-12-12,United Kingdom,London,EMEA,UKIR,Tesco,1059,Retail,Strategic,Site Analytics,JPNWB3X2PG,1029.95,5,0.0,298.6855
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Marketing Suite - Gold,RI8MDZ0Y3A,208.56,6,0.0,52.14
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Support,TA8D5XDFPN,32.4,5,0.0,15.552
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Financehub,9QD1V31VWF,319.41,5,0.1,7.098
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Support,NKEOT3DP5L,14.56,2,0.0,6.9888
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Data Smasher,I8M069JA80,30.0,2,0.0,3.3
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Contactmatcher,3N1DY2AIMD,48.48,4,0.2,16.362
EMEA-2022-111682,2022-06-18,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,Smb,Chatbot Plugin,MBZM7LCSK4,1.68,1,0.0,0.84
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,Smb,Data Smasher,LMJYGCZAFV,13.98,2,0.0,6.1512
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,Smb,Contactmatcher,MVEQDJNPR2,25.824,6,0.2,9.3612
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,Smb,Support,OLS0NNZ15B,146.73,3,0.0,68.9631
AMER-2021-135545,2021-11-24,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,Smb,Saas Connector Pack,84GUTTZTC0,79.76,4,0.0,22.3328
APJ-2021-164175,2021-04-30,Australia,Sydney,APJ,ANZ,Abbott Laboratories,1001,Healthcare,Enterprise,Financehub,6QHQUNX985,213.115,5,0.3,-15.2225
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,Chatbot Plugin,91D0JN8T6U,1113.024,8,0.2,111.3024
AMER-2020-106376,2020-12-05,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,Site Analytics,6NQZXRTE33,167.968,4,0.2,62.988
EMEA-2022-119823,2022-06-05,Spain,Madrid,EMEA,EU-WEST,Fannie Mae,1035,Finance,Smb,Support,JH2K4261IC,75.88,2,0.0,35.6636
EMEA-2022-106075,2022-09-19,United Kingdom,London,EMEA,UKIR,Aetna,1002,Healthcare,Smb,Contactmatcher,5MAZAYKQ5U,4.616,1,0.2,1.731
AMER-2023-114440,2023-09-15,Brazil,Rio De Janeiro,AMER,LATAM,Intel,1051,Tech,Smb,Support,K4O1D2NXHZ,19.05,3,0.0,8.763
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,Smb,Financehub,NPQNQFYUUU,831.936,8,0.2,-114.3912
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,Smb,Saas Connector Pack,D0Z9FZR0JL,97.04,2,0.2,1.213
EMEA-2021-134026,2021-04-26,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,Smb,Marketing Suite - Gold,X15ND79M8Q,72.784,1,0.2,-18.196
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,Contactmatcher,A4VC3VGTLE,1.248,3,0.8,-1.9344
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,Saas Connector Pack,IR30G9I4WJ,9.708,3,0.6,-5.8248
APJ-2023-118038,2023-12-10,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,Marketing Suite - Gold,PGTVTGM7XI,27.24,3,0.2,2.724
APJ-2020-147606,2020-11-26,Japan,Tokyo,APJ,JAPN,Oracle,1072,Tech,Smb,Saas Connector Pack,JQHP8C8VXP,19.3,5,0.6,-14.475
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,Oneview,1I3JIURUQR,208.16,1,0.0,56.2032
EMEA-2022-127208,2022-06-13,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,Contactmatcher,0UHOHNAAAD,16.74,3,0.0,8.0352
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,Smb,Chatbot Plugin,920M0N09EE,14.9,5,0.0,4.172
AMER-2020-139451,2020-10-12,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,Smb,Marketing Suite - Gold,9SVF10L0F3,21.39,1,0.0,6.2031
EMEA-2021-149734,2021-09-03,Sweden,Uppsala,EMEA,NOR,Itochu,1032,Finance,Strategic,Saas Connector Pack - Gold,CFUHIDO1WY,200.984,7,0.2,62.8075
APJ-2023-119662,2023-11-14,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,1031,Energy,Enterprise,Marketing Suite - Gold,CUL2MB77E0,230.376,3,0.2,-48.9549
AMER-2023-140088,2023-05-29,Colombia,Bogotá,AMER,LATAM,Morgan Stanley,1068,Finance,Smb,Financehub,RBNGNEEYS9,301.96,2,0.0,33.2156
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,1052,Transportation,Smb,Data Smasher,W731G6G61K,19.99,1,0.0,6.7966
EMEA-2023-155558,2023-10-27,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,1052,Transportation,Smb,Financehub,A3HQUY156G,6.16,2,0.0,2.9568
APJ-2022-159695,2022-04-06,Japan,Tokyo,APJ,JAPN,Fannie Mae,1035,Finance,Enterprise,Marketing Suite - Gold,45JXXNYX5W,158.368,7,0.2,13.8572
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,Chatbot Plugin,AX50KL6AG9,20.1,3,0.0,6.633
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,Site Analytics,S4CEY2GSVW,73.584,2,0.2,8.2782
AMER-2022-109806,2022-09-18,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,Support,V86OBN8J1U,6.48,1,0.0,3.1104
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,Smb,Support,XJEFE2O3YF,12.96,2,0.0,6.2208
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,Smb,Saas Connector Pack,5XEHT10HDW,53.34,3,0.0,16.5354
EMEA-2021-149587,2021-01-31,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,Smb,Contactmatcher,U40N63E6AK,32.96,2,0.0,16.1504
EMEA-2023-109484,2023-11-07,Belgium,Brussels,EMEA,EU-WEST,Walgreens,1095,Retail,Enterprise,Contactmatcher,VK1TWXDWUR,5.682,1,0.7,-3.788
EMEA-2023-161018,2023-11-10,United Kingdom,London,EMEA,UKIR,Boeing,1014,Manufacturing,Enterprise,Saas Connector Pack,UFEXZDF5TK,96.53,7,0.0,40.5426
AMER-2023-157833,2023-06-18,United States,Los Angeles,AMER,NAMER,Valero Energy,1093,Energy,Smb,Contactmatcher,GJFN2RJA9U,51.312,3,0.2,17.9592
EMEA-2022-149223,2022-09-07,Luxembourg,Luxembourg,EMEA,EU-WEST,Nestle,1089,Consumer Products,Strategic,Oneview,PFLFDN3SOU,77.88,6,0.0,22.5852
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Support,2CWM52X1X9,64.624,7,0.2,22.6184
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Data Smasher,LW1M6UDC4B,95.976,3,0.2,-10.7973
APJ-2022-158568,2022-08-30,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Contactmatcher,WCITXGLF0J,1.788,3,0.8,-3.0396
EMEA-2022-129903,2022-12-02,Luxembourg,Luxembourg,EMEA,EU-WEST,Trafigura Group,1100,Finance,Smb,Support,45EAEXTILE,23.92,4,0.0,11.7208
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,Smb,Data Smasher,EV59Z98WXW,238.896,6,0.2,-26.8758
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,Smb,Saas Connector Pack,YR7I08I1K4,102.36,3,0.2,-3.8385
EMEA-2021-156867,2021-11-13,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,Smb,Contactmatcher,W01T1PXXK7,36.882,3,0.7,-25.8174
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,Smb,Data Smasher,6D89G3BGGH,74.112,8,0.2,17.6016
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,Smb,Site Analytics,ECNQ9AS54S,27.992,1,0.2,2.0994
EMEA-2023-119004,2023-11-24,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,Smb,Chatbot Plugin,D0H5JTRD3R,3.304,1,0.2,1.0738
APJ-2021-129476,2021-10-15,Australia,Canberra,APJ,ANZ,Nissan Motor,1098,Transportation,Enterprise,Data Smasher,OG63K8FFP9,339.96,5,0.2,67.992
EMEA-2023-146780,2023-12-26,United Kingdom,London,EMEA,UKIR,Prudential Financial,1078,Finance,Strategic,Saas Connector Pack,E5KT4VQ59T,41.96,2,0.0,10.9096
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,Walmart,1096,Retail,Smb,Chatbot Plugin,FDKOX22CWX,75.96,2,0.0,22.788
EMEA-2022-128867,2022-11-04,Netherlands,The Hague,EMEA,EU-WEST,Walmart,1096,Retail,Smb,Contactmatcher,OAF6MA4XZ7,27.24,6,0.0,13.3476
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,Smb,Storage,1DRXSUGWY6,40.096,14,0.2,14.5348
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,Smb,Saas Connector Pack - Gold,U9IXLQYDG8,4.72,2,0.2,1.652
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,Smb,Support,NGH6JD32CX,23.976,3,0.2,7.4925
AMER-2020-115259,2020-08-25,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,Smb,Saas Connector Pack - Gold,QHG92H9NGL,130.464,6,0.2,44.0316
AMER-2021-110457,2021-03-02,Canada,Toronto,AMER,NAMER,Trafigura Group,1100,Finance,Smb,Contactmatcher,EHVU0FM6IP,787.53,3,0.0,165.3813
EMEA-2021-136476,2021-04-05,South Africa,Cape Town,EMEA,MEA,Gazprom,1027,Energy,Strategic,Contactmatcher,VKTELEXOAJ,157.794,1,0.7,-115.7156
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,Smb,Saas Connector Pack,YWZAV09L95,47.04,3,0.0,18.3456
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,Smb,Contactmatcher,6HDH2X5C4Q,30.84,4,0.0,13.878
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,Smb,Marketing Suite - Gold,UFK94J59ZU,226.56,6,0.0,63.4368
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,Smb,Saas Connector Pack - Gold,ESTJDHFQQJ,115.02,9,0.0,51.759
APJ-2022-103730,2022-06-13,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,Smb,Site Analytics,10H4K5XYCK,68.04,7,0.0,19.7316
APJ-2020-152030,2020-12-26,Japan,Tokyo,APJ,JAPN,FedEx,1036,Transportation,Enterprise,Financehub,CL5Z5BO4AX,600.558,3,0.3,-8.5794
APJ-2020-134614,2020-09-20,Australia,Geelong,APJ,ANZ,Tesco,1059,Retail,Smb,Contactmatcher,NR9RLNIDDN,617.7,6,0.5,-407.682
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,Honda Motor,1045,Manufacturing,Smb,Contactmatcher,VQ46SD57ZS,2.388,2,0.7,-1.8308
AMER-2023-107272,2023-11-06,Chile,Santiago,AMER,LATAM,Honda Motor,1045,Manufacturing,Smb,Marketing Suite - Gold,D0E36MWJEW,243.992,7,0.2,30.499
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,Financehub,JJPL720VAS,81.424,2,0.2,-9.1602
AMER-2022-125969,2022-11-07,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,Saas Connector Pack,8YKVWCUJ4E,238.56,3,0.0,26.2416
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Site Analytics,6JGGI7ZZ6I,59.97,5,0.4,-11.994
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Support,EDMREQV8TS,78.304,2,0.2,29.364
AMER-2023-164147,2023-02-03,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Storage,7WHCO2BFB0,21.456,9,0.2,6.9732
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Support,PWIULJAE51,20.04,3,0.0,9.6192
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Support,QBAIA88519,35.44,1,0.0,16.6568
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Chatbot Plugin,QIH1351ZN7,11.52,4,0.0,3.456
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Storage,FLGFDQI1YW,4.02,2,0.0,1.9698
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Contactmatcher,QVAV46CVJD,76.176,3,0.2,26.6616
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Support,2MI0QUU74R,65.88,6,0.0,18.4464
AMER-2022-145583,2022-10-14,United States,Aurora,AMER,NAMER,CVS Health,1026,Retail,Smb,Saas Connector Pack,6LLWK12W7K,43.12,14,0.0,20.6976
EMEA-2022-110366,2022-09-06,France,Paris,EMEA,EU-WEST,General Motors,1041,Manufacturing,Strategic,Saas Connector Pack,V01FLYWRJH,82.8,2,0.2,10.35
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,Chatbot Plugin,CDKV85SBFW,8.82,3,0.0,2.3814
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,Saas Connector Pack - Gold,9DJHDYHRR3,10.86,3,0.0,5.1042
AMER-2023-106180,2023-09-19,United States,Los Angeles,AMER,NAMER,State Farm Insurance Cos.,1082,Finance,Strategic,Support,ZSB20RNZ0A,143.7,3,0.0,68.976
EMEA-2023-155376,2023-12-23,Poland,Warsaw,EMEA,EU-WEST,Comcast,1022,Communications,Smb,Oneview,67FK6GLSC1,839.43,3,0.0,218.2518
AMER-2021-110744,2021-09-07,United States,Newark,AMER,NAMER,AmerisourceBergen,1007,Healthcare,Smb,Marketing Suite - Gold,G4R1FFNPGO,671.93,7,0.0,20.1579
AMER-2020-110072,2020-10-22,Mexico,Monterrey,AMER,LATAM,Toyota Motor,1087,Manufacturing,Enterprise,Saas Connector Pack,BHODKJ9L3G,93.888,4,0.2,12.9096
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,1096,Retail,Strategic,Site Analytics,NKEP466WY8,384.45,11,0.0,103.8015
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,1096,Retail,Strategic,Site Analytics,KAMRWAU3DC,149.97,3,0.0,5.9988
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,1096,Retail,Strategic,Financehub,DA45FHG7IC,1951.84,8,0.0,585.552
EMEA-2022-114489,2022-12-06,Italy,Rome,EMEA,EU,Walmart,1096,Retail,Strategic,Contactmatcher,1E78QQ5K6O,171.55,5,0.0,80.6285
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,Johnson & Johnson,1055,Healthcare,Enterprise,Oneview,J54ZE9BY16,157.92,5,0.2,17.766
AMER-2022-158834,2022-03-14,Chile,Puente Alto,AMER,LATAM,Johnson & Johnson,1055,Healthcare,Enterprise,Site Analytics,0FXOEDG6KC,203.184,2,0.2,15.2388
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,1062,Energy,Strategic,Support,S92H6S89SR,58.38,7,0.0,26.271
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,1062,Energy,Strategic,Support,VDD4JQGM6P,105.52,4,0.0,48.5392
AMER-2021-124919,2021-05-31,United States,Chicago,AMER,NAMER,Engie,1062,Energy,Strategic,Marketing Suite - Gold,O0V9LVLHM9,80.88,6,0.0,21.0288
